Text_Title,Cutoff_Year,Cutoff_Session,Paper_Stream,App_Total,Num_Stream_App,Text_Type,Primary_Theme,Author_Gender,Word_Count,Text_Age,Yrs_Since_Last,Sessions_Since_Last,Appd_Last_1,Appd_Last_2,Appd_Last_3,App_Next
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2023,May/June,R,2,0,Article,Conflict,1,Short,Modern,999,999,0,0,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2023,Oct/Nov,Non-R,2,1,Travelogue,Social,0,Long,Mid,2,5,0,1,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2023,Oct/Nov,R,2,1,Travelogue,Social,0,Long,Mid,5,10,0,0,0,1
Young & Dyslexic: You've Got it Going,2023,Oct/Nov,Non-R,2,1,Article,Personal,1,Long,Modern,1,3,1,0,0,0
Young & Dyslexic: You've Got it Going,2023,Oct/Nov,R,2,1,Article,Personal,1,Long,Modern,0,2,1,0,0,0
The Danger of a Single Story,2023,Oct/Nov,Non-R,1,1,Speech,Social,0,Medium,Modern,3,5,0,0,1,0
The Danger of a Single Story,2023,Oct/Nov,R,1,0,Speech,Social,0,Medium,Modern,999,999,0,0,0,0
A Game of Polo with a Headless Goat,2023,Oct/Nov,Non-R,2,0,Travelogue,Social,0,Short,Modern,999,999,0,0,0,1
A Game of Polo with a Headless Goat,2023,Oct/Nov,R,2,2,Travelogue,Social,0,Short,Modern,0,2,1,0,0,0
127 Hours: Between a Rock and a Hard Place,2023,Oct/Nov,Non-R,2,1,Memoir,Conflict,1,Short,Modern,3,6,0,0,1,0
127 Hours: Between a Rock and a Hard Place,2023,Oct/Nov,R,2,1,Memoir,Conflict,1,Short,Modern,1,3,1,0,0,0
A Passage to Africa,2023,Oct/Nov,Non-R,2,1,Article,Conflict,1,Medium,Modern,0,2,1,0,0,0
A Passage to Africa,2023,Oct/Nov,R,2,1,Article,Conflict,1,Medium,Modern,4,8,0,0,0,0
H is for Hawk,2023,Oct/Nov,Non-R,3,2,Memoir,Personal,0,Medium,Modern,0,2,0,0,0,0
H is for Hawk,2023,Oct/Nov,R,3,1,Memoir,Personal,0,Medium,Modern,3,9,0,0,1,0
Chinese Cinderella,2023,Oct/Nov,Non-R,2,1,Memoir,Personal,0,Medium,Mid,1,3,1,0,0,0
Chinese Cinderella,2023,Oct/Nov,R,2,1,Memoir,Personal,0,Medium,Mid,4,7,0,0,0,0
The Explorer’s Daughter,2023,Oct/Nov,Non-R,2,1,Memoir,Conflict,0,Short,Modern,4,8,0,0,0,0
The Explorer’s Daughter,2023,Oct/Nov,R,2,1,Memoir,Conflict,0,Short,Modern,1,3,1,0,0,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2023,Oct/Nov,Non-R,2,2,Article,Conflict,1,Short,Modern,2,4,0,1,0,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2023,Oct/Nov,R,2,0,Article,Conflict,1,Short,Modern,999,999,0,0,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2024,May/June,Non-R,2,1,Travelogue,Social,0,Long,Mid,3,6,0,0,1,0
Beyond the Sky and the Earth: A Journey into Bhutan,2024,May/June,R,2,1,Travelogue,Social,0,Long,Mid,6,11,0,0,0,0
Young & Dyslexic: You've Got it Going,2024,May/June,Non-R,2,1,Article,Personal,1,Long,Modern,2,4,0,1,0,0
Young & Dyslexic: You've Got it Going,2024,May/June,R,2,1,Article,Personal,1,Long,Modern,1,3,1,0,0,0
The Danger of a Single Story,2024,May/June,Non-R,1,1,Speech,Social,0,Medium,Modern,3,6,0,0,1,1
The Danger of a Single Story,2024,May/June,R,1,0,Speech,Social,0,Medium,Modern,999,999,0,0,0,0
A Game of Polo with a Headless Goat,2024,May/June,Non-R,2,0,Travelogue,Social,0,Short,Modern,999,999,0,0,0,0
A Game of Polo with a Headless Goat,2024,May/June,R,2,2,Travelogue,Social,0,Short,Modern,1,3,1,0,0,0
127 Hours: Between a Rock and a Hard Place,2024,May/June,Non-R,3,2,Memoir,Conflict,1,Short,Modern,0,1,1,0,0,0
127 Hours: Between a Rock and a Hard Place,2024,May/June,R,3,1,Memoir,Conflict,1,Short,Modern,2,4,0,1,0,0
A Passage to Africa,2024,May/June,Non-R,2,1,Article,Conflict,1,Medium,Modern,1,3,1,0,0,0
A Passage to Africa,2024,May/June,R,2,1,Article,Conflict,1,Medium,Modern,5,9,0,0,0,0
H is for Hawk,2024,May/June,Non-R,3,2,Memoir,Personal,0,Medium,Modern,1,3,1,0,0,0
H is for Hawk,2024,May/June,R,3,1,Memoir,Personal,0,Medium,Modern,3,10,0,0,1,0
Chinese Cinderella,2024,May/June,Non-R,2,1,Memoir,Personal,0,Medium,Mid,2,4,0,1,0,0
Chinese Cinderella,2024,May/June,R,2,1,Memoir,Personal,0,Medium,Mid,5,8,0,0,0,0
The Explorer’s Daughter,2024,May/June,Non-R,2,1,Memoir,Conflict,0,Short,Modern,5,9,0,0,0,0
The Explorer’s Daughter,2024,May/June,R,2,1,Memoir,Conflict,0,Short,Modern,2,4,0,1,0,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2024,May/June,Non-R,2,2,Article,Conflict,1,Short,Modern,2,5,0,1,0,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2024,May/June,R,2,0,Article,Conflict,1,Short,Modern,999,999,0,0,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2024,Oct/Nov,Non-R,3,1,Travelogue,Social,0,Long,Mid,3,7,0,0,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2024,Oct/Nov,R,3,2,Travelogue,Social,0,Long,Mid,0,1,1,0,0,0
Young & Dyslexic: You've Got it Going,2024,Oct/Nov,Non-R,2,1,Article,Personal,1,Long,Modern,2,5,0,1,0,1
Young & Dyslexic: You've Got it Going,2024,Oct/Nov,R,2,1,Article,Personal,1,Long,Modern,1,4,1,0,0,0
The Danger of a Single Story,2024,Oct/Nov,Non-R,1,1,Speech,Social,0,Medium,Modern,4,7,0,0,1,0
The Danger of a Single Story,2024,Oct/Nov,R,1,0,Speech,Social,0,Medium,Modern,999,999,0,0,0,0
A Game of Polo with a Headless Goat,2024,Oct/Nov,Non-R,3,1,Travelogue,Social,0,Short,Modern,0,2,1,0,0,0
A Game of Polo with a Headless Goat,2024,Oct/Nov,R,3,2,Travelogue,Social,0,Short,Modern,1,4,1,0,0,0
127 Hours: Between a Rock and a Hard Place,2024,Oct/Nov,Non-R,3,2,Memoir,Conflict,1,Short,Modern,1,2,1,0,0,0
127 Hours: Between a Rock and a Hard Place,2024,Oct/Nov,R,3,1,Memoir,Conflict,1,Short,Modern,2,5,0,1,0,0
A Passage to Africa,2024,Oct/Nov,Non-R,2,1,Article,Conflict,1,Medium,Modern,1,4,1,0,0,0
A Passage to Africa,2024,Oct/Nov,R,2,1,Article,Conflict,1,Medium,Modern,5,10,0,0,0,0
H is for Hawk,2024,Oct/Nov,Non-R,3,2,Memoir,Personal,0,Medium,Modern,1,4,1,0,0,0
H is for Hawk,2024,Oct/Nov,R,3,1,Memoir,Personal,0,Medium,Modern,4,11,0,0,0,0
Chinese Cinderella,2024,Oct/Nov,Non-R,2,1,Memoir,Personal,0,Medium,Mid,2,5,0,1,0,0
Chinese Cinderella,2024,Oct/Nov,R,2,1,Memoir,Personal,0,Medium,Mid,5,9,0,0,0,0
The Explorer’s Daughter,2024,Oct/Nov,Non-R,2,1,Memoir,Conflict,0,Short,Modern,5,10,0,0,0,0
The Explorer’s Daughter,2024,Oct/Nov,R,2,1,Memoir,Conflict,0,Short,Modern,2,5,0,1,0,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2024,Oct/Nov,Non-R,2,2,Article,Conflict,1,Short,Modern,3,6,0,0,1,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2024,Oct/Nov,R,2,0,Article,Conflict,1,Short,Modern,999,999,0,0,0,1
Beyond the Sky and the Earth: A Journey into Bhutan,2025,May/June,Non-R,3,1,Travelogue,Social,0,Long,Mid,4,8,0,0,0,1
Beyond the Sky and the Earth: A Journey into Bhutan,2025,May/June,R,3,2,Travelogue,Social,0,Long,Mid,1,2,1,0,0,0
Young & Dyslexic: You've Got it Going,2025,May/June,Non-R,2,1,Article,Personal,1,Long,Modern,3,6,0,0,1,0
Young & Dyslexic: You've Got it Going,2025,May/June,R,2,1,Article,Personal,1,Long,Modern,2,5,0,1,0,0
The Danger of a Single Story,2025,May/June,Non-R,2,2,Speech,Social,0,Medium,Modern,0,1,1,0,0,0
The Danger of a Single Story,2025,May/June,R,2,0,Speech,Social,0,Medium,Modern,999,999,0,0,0,0
A Game of Polo with a Headless Goat,2025,May/June,Non-R,3,1,Travelogue,Social,0,Short,Modern,1,3,1,0,0,0
A Game of Polo with a Headless Goat,2025,May/June,R,3,2,Travelogue,Social,0,Short,Modern,2,5,0,1,0,0
127 Hours: Between a Rock and a Hard Place,2025,May/June,Non-R,3,2,Memoir,Conflict,1,Short,Modern,1,3,1,0,0,0
127 Hours: Between a Rock and a Hard Place,2025,May/June,R,3,1,Memoir,Conflict,1,Short,Modern,3,6,0,0,1,0
A Passage to Africa,2025,May/June,Non-R,2,1,Article,Conflict,1,Medium,Modern,2,5,0,1,0,0
A Passage to Africa,2025,May/June,R,2,1,Article,Conflict,1,Medium,Modern,6,11,0,0,0,0
H is for Hawk,2025,May/June,Non-R,3,2,Memoir,Personal,0,Medium,Modern,2,5,1,1,0,0
H is for Hawk,2025,May/June,R,3,1,Memoir,Personal,0,Medium,Modern,4,12,0,0,0,0
Chinese Cinderella,2025,May/June,Non-R,2,1,Memoir,Personal,0,Medium,Mid,3,6,0,0,1,0
Chinese Cinderella,2025,May/June,R,2,1,Memoir,Personal,0,Medium,Mid,6,10,0,0,0,0
The Explorer’s Daughter,2025,May/June,Non-R,2,1,Memoir,Conflict,0,Short,Modern,6,11,0,0,0,0
The Explorer’s Daughter,2025,May/June,R,2,1,Memoir,Conflict,0,Short,Modern,3,6,0,0,1,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2025,May/June,Non-R,2,2,Article,Conflict,1,Short,Modern,3,7,0,0,1,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2025,May/June,R,2,0,Article,Conflict,1,Short,Modern,999,999,0,0,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2025,Oct/Nov,Non-R,3,1,Travelogue,Social,0,Long,Mid,4,9,0,0,0,0
Beyond the Sky and the Earth: A Journey into Bhutan,2025,Oct/Nov,R,3,2,Travelogue,Social,0,Long,Mid,1,3,1,0,0,0
Young & Dyslexic: You've Got it Going,2025,Oct/Nov,Non-R,3,2,Article,Personal,1,Long,Modern,0,1,1,0,0,0
Young & Dyslexic: You've Got it Going,2025,Oct/Nov,R,3,1,Article,Personal,1,Long,Modern,2,6,0,1,0,0
The Danger of a Single Story,2025,Oct/Nov,Non-R,2,2,Speech,Social,0,Medium,Modern,0,2,1,0,0,0
The Danger of a Single Story,2025,Oct/Nov,R,2,0,Speech,Social,0,Medium,Modern,999,999,0,0,0,0
A Game of Polo with a Headless Goat,2025,Oct/Nov,Non-R,3,1,Travelogue,Social,0,Short,Modern,1,4,1,0,0,0
A Game of Polo with a Headless Goat,2025,Oct/Nov,R,3,2,Travelogue,Social,0,Short,Modern,2,6,0,1,0,0
127 Hours: Between a Rock and a Hard Place,2025,Oct/Nov,Non-R,3,2,Memoir,Conflict,1,Short,Modern,2,4,0,1,0,0
127 Hours: Between a Rock and a Hard Place,2025,Oct/Nov,R,3,1,Memoir,Conflict,1,Short,Modern,3,7,0,0,1,0
A Passage to Africa,2025,Oct/Nov,Non-R,2,1,Article,Conflict,1,Medium,Modern,2,6,0,1,0,0
A Passage to Africa,2025,Oct/Nov,R,2,1,Article,Conflict,1,Medium,Modern,6,12,0,0,0,0
H is for Hawk,2025,Oct/Nov,Non-R,3,2,Memoir,Personal,0,Medium,Modern,2,6,1,1,0,0
H is for Hawk,2025,Oct/Nov,R,3,1,Memoir,Personal,0,Medium,Modern,5,13,0,0,0,0
Chinese Cinderella,2025,Oct/Nov,Non-R,2,1,Memoir,Personal,0,Medium,Mid,3,7,0,0,1,0
Chinese Cinderella,2025,Oct/Nov,R,2,1,Memoir,Personal,0,Medium,Mid,6,11,0,0,0,0
The Explorer’s Daughter,2025,Oct/Nov,Non-R,2,1,Memoir,Conflict,0,Short,Modern,6,12,0,0,0,0
The Explorer’s Daughter,2025,Oct/Nov,R,2,1,Memoir,Conflict,0,Short,Modern,3,7,0,0,1,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2025,Oct/Nov,Non-R,3,2,Article,Conflict,1,Short,Modern,4,8,0,0,0,0
"Explorers or boys messing about? Either way, taxpayer gets rescue bill",2025,Oct/Nov,R,3,1,Article,Conflict,1,Short,Modern,0,1,1,0,0,0
